time,temp,feelslike,humidity,dew,precip,snow,snowdepth,preciptype,windgust,windspeed,winddir,pressure,visibility,cloudcover,solarradiation,solarenergy,uvindex,conditions
2023/4/1 0:00,13.4,13.4,70.29,8.1,0,0,0,,22,9.4,268,1017.9,30,29.2,0,0,0,2
2023/4/1 1:00,12.8,12.8,71.7,7.8,0,0,0,,20.5,9.2,269,1017.9,10,51.2,0,0,0,2
2023/4/1 2:00,12.4,12.4,77.05,8.5,0,0,0,,19.8,9.3,278,1017.8,10,48.7,0,0,0,2
2023/4/1 3:00,12,12,85.88,9.7,0.912,0,0,['rain'],19.1,9.4,250,1017.9,5.2,98,0,0,0,5
2023/4/1 4:00,11.6,11.6,83.48,8.9,0,0,0,,17.6,9.2,174,1017.9,10,70.7,0,0,0,2
2023/4/1 5:00,11.5,11.5,86.99,9.4,0,0,0,,18.4,2.3,278,1017.6,10,95.3,0,0,0,1
2023/4/1 6:00,11.4,11.4,96.71,10.9,0,0,0,,19.4,0.7,279,1017.7,20,88.5,0,0,0,2
2023/4/1 7:00,11.3,11.3,97.35,10.9,0,0,0,,19.1,0.7,250,1018.3,0,100,0,0,0,1
2023/4/1 8:00,11.5,11.5,87.69,9.5,0,0,0,,21.2,0.6,179,1019,10,100,28,0.1,0,1
2023/4/1 9:00,13.1,13.1,76.32,9,0.011,0,0,['rain'],25.2,9.5,146,1019.5,30,98,84,0.3,1,5
2023/4/1 10:00,14.4,14.4,61,7,0,0,0,,33.1,12.9,155,1020,0,49.9,274,1,3,2
2023/4/1 11:00,15,15,50.51,4.8,0,0,0,,41,13.4,178,1020.3,0,68.2,297,1.1,3,2
2023/4/1 12:00,14.5,14.5,59.81,6.8,0,0,0,,41,15.4,161,1020.4,30,96.1,183,0.7,2,1
2023/4/1 13:00,14.8,14.8,60.42,7.2,0,0,0,,40.3,13.6,169,1020.4,10,95.9,225,0.8,2,1
2023/4/1 14:00,13.2,13.2,72.05,8.3,0,0,0,,40.7,10.6,159,1020.2,10,97.4,269,1,3,1
2023/4/1 15:00,14.7,14.7,61.61,7.4,0.183,0,0,['rain'],40.7,13.4,197,1019.9,30,98,317,1.1,3,5
2023/4/1 16:00,14.7,14.7,57.66,6.4,0,0,0,,38.9,13.2,169,1019.8,0,89.2,226,0.8,2,2
2023/4/1 17:00,15.3,15.3,53.73,6,0,0,0,,39.6,13.4,169,1019.8,0,74.9,201,0.7,2,2
2023/4/1 18:00,14.8,14.8,58.32,6.7,0,0,0,,36,10,168,1019.9,30,98,93,0.3,1,1
2023/4/1 19:00,14.4,14.4,63.18,7.5,0,0,0,,35.3,13.3,186,1020.3,10,77.1,26,0.1,0,2
2023/4/1 20:00,13.8,13.8,65.18,7.4,0,0,0,,27.7,8.3,168,1020.9,10,57.8,5,0,0,2
2023/4/1 21:00,14,14,63.58,7.2,0,0,0,,22.7,7.9,158,1021.4,30,98,0,0,0,1
2023/4/1 22:00,13.9,13.9,61.87,6.7,0,0,0,,16.6,9.5,148,1021.7,10,93.9,0,0,0,1
2023/4/1 23:00,13.3,13.3,64.93,6.9,0,0,0,,11.9,5.5,111,1021.8,10,78.8,0,0,0,2
2023/4/2 0:00,12.8,12.8,65.84,6.6,0,0,0,,11.5,5.4,101,1021.5,30,91.9,0,0,0,1
2023/4/2 1:00,11.4,11.4,70.36,6.2,0,0,0,,8.6,0.5,127,1021.2,10,33,0,0,0,2
2023/4/2 2:00,10.4,10.4,82.66,7.6,0,0,0,,4.7,0.3,158,1020.6,10,22.2,0,0,0,2
2023/4/2 3:00,10.7,10.7,79.15,7.3,0,0,0,,5,2,76,1020.3,30,83.9,0,0,0,2
2023/4/2 4:00,10.8,10.8,78.29,7.1,0,0,0,,6.1,5.3,327,1020.1,10,9.3,0,0,0,0
2023/4/2 5:00,10.2,10.2,80.79,7,0,0,0,,6.8,9.1,33,1020.3,10,17.1,0,0,0,0
2023/4/2 6:00,9.5,8.7,81.73,6.5,0,0,0,,6.1,7,49,1020.7,30,29.2,0,0,0,2
2023/4/2 7:00,8.5,8.5,84.75,6.1,0,0,0,,6.1,3.7,46,1021,10,23.5,24,0.1,0,2
2023/4/2 8:00,10.3,10.3,79,6.8,0,0,0,,9.4,7.2,36,1021.4,10,53.1,175,0.6,2,2
2023/4/2 9:00,13.1,13.1,69.4,7.7,0,0,0,,15.1,5.3,31,1022,30,64.1,412,1.5,4,2
2023/4/2 10:00,15.2,15.2,62.05,8,0,0,0,,20.9,2.6,281,1021.9,10,19.1,592,2.1,6,0
2023/4/2 11:00,16.6,16.6,54.82,7.5,0,0,0,,22.7,7.8,112,1021.6,10,5.8,724,2.6,7,0
2023/4/2 12:00,16.9,16.9,54.71,7.7,0,0,0,,22.3,9.4,229,1021.1,35,30,619,2.2,6,2
2023/4/2 13:00,17.1,17.1,55.12,8.1,0,0,0,,21.2,12.6,197,1020.4,10,46.2,736,2.6,7,2
2023/4/2 14:00,17.5,17.5,50.94,7.2,0,0,0,,17.3,11,200,1019.5,10,84.9,714,2.6,7,2
2023/4/2 15:00,18,18,53.2,8.3,0,0,0,,19.4,11.2,193,1019.4,40,16,583,2.1,6,0
2023/4/2 16:00,18.1,18.1,51.76,8.1,0,0,0,,24.8,9.8,211,1019.2,10,0,417,1.5,4,0
2023/4/2 17:00,17.2,17.2,56.74,8.6,0,0,0,,29.9,9.9,171,1019.1,10,0.2,203,0.7,2,0
2023/4/2 18:00,16.1,16.1,62.13,8.9,0,0,0,,29.2,8.2,177,1019.3,40,10,20,0.1,0,0
2023/4/2 19:00,15.1,15.1,70.04,9.7,0,0,0,,22,6.1,176,1019.9,10,10.7,5,0,0,0
2023/4/2 20:00,14.5,14.5,70.14,9.1,0,0,0,,15.8,9.5,157,1020.5,10,10.2,0,0,0,0
2023/4/2 21:00,13.9,13.9,73.07,9.1,0,0,0,,19.4,7.9,130,1020.5,30,10,0,0,0,0
2023/4/2 22:00,13.2,13.2,75.56,9,0,0,0,,18.7,3.9,113,1020.5,10,0,0,0,0,0
2023/4/2 23:00,12.4,12.4,79.18,8.9,0,0,0,,15.1,0.5,177,1020.3,10,1,0,0,0,0
2023/4/3 0:00,11.2,11.2,87.24,9.1,0,0,0,,13,0.5,231,1019.9,30,1.8,0,0,0,0
2023/4/3 1:00,10.6,10.6,90.1,9.1,0,0,0,,10.8,0.7,319,1019.8,10,1.3,0,0,0,0
2023/4/3 2:00,10.3,10.3,95.75,9.6,0,0,0,,8.3,0.5,335,1019.6,10,0.3,0,0,0,0
2023/4/3 3:00,9.6,9.6,99.85,9.6,0,0,0,,5.4,0.6,347,1019.2,30,1.8,0,0,0,0
2023/4/3 4:00,9.4,9.4,96.96,8.9,0,0,0,,3.2,0.5,315,1019.1,10,2.8,0,0,0,0
2023/4/3 5:00,9.3,9.3,93.5,8.3,0,0,0,,3.6,2,56,1019.4,0,9.8,0,0,0,0
2023/4/3 6:00,8.9,7.5,90.95,7.5,0,0,0,,7.6,9,34,1019.5,30,10,0,0,0,0
2023/4/3 7:00,8.8,7.5,92.8,7.7,0,0,0,,9,8.7,38,1020,10,100,20,0.1,0,1
2023/4/3 8:00,10.5,10.5,86.33,8.3,0,0,0,,10.8,7.2,31,1020.3,10,100,81,0.3,1,1
2023/4/3 9:00,13.3,13.3,79.02,9.8,0,0,0,,12.2,6.9,45,1020.4,30,10,292,1.1,3,0
2023/4/3 10:00,16.3,16.3,68.55,10.5,0,0,0,,14,0.3,342,1020.1,10,6.6,569,2,6,0
2023/4/3 11:00,18.6,18.6,59.34,10.5,0,0,0,,16.9,3.9,71,1019.5,10,1.7,692,2.5,7,0
2023/4/3 12:00,20.3,20.3,55.21,11,0,0,0,,19.4,5.9,360,1018.8,40,25.4,773,2.8,8,2
2023/4/3 13:00,21.9,21.9,52.82,11.8,0,0,0,,22,5.9,108,1017.7,10,36,788,2.8,8,2
2023/4/3 14:00,21.7,21.7,57.34,12.9,0,0,0,,23.8,10.8,195,1016.8,10,44.8,707,2.5,7,2
2023/4/3 15:00,20.9,20.9,61.12,13.1,0,0,0,,21.6,11.5,234,1016.5,40,96,329,1.2,3,1
2023/4/3 16:00,20.1,20.1,66.03,13.6,0,0,0,,19.8,9.8,266,1016.4,10,13.7,159,0.6,2,0
2023/4/3 17:00,22.3,22.3,60.47,14.3,0,0,0,,12.6,1.1,145,1016.1,10,27.3,172,0.6,2,2
2023/4/3 18:00,19.6,19.6,72.43,14.5,0,0,0,,12.6,5.8,233,1016.5,30,77.9,30,0.1,0,2
2023/4/3 19:00,17.5,17.5,82.85,14.6,0,0,0,,12.6,0.6,265,1016.9,10,28,0.5,0,0,2
2023/4/3 20:00,16.2,16.2,92.2,14.9,0,0,0,,13,0.9,290,1017.5,10,45.3,0,0,0,2
2023/4/3 21:00,15.5,15.5,97.46,15.1,0,0,0,,10.8,0.9,281,1018,30,10,0,0,0,0
2023/4/3 22:00,15.8,15.8,89.11,14,0,0,0,,5,7.7,322,1018.4,10,30.8,0,0,0,2
2023/4/3 23:00,14.8,14.8,89.14,13.1,0,0,0,,10.1,5.6,319,1018.4,10,25,0,0,0,2
2023/4/4 0:00,13.7,13.7,98.44,13.4,0,0,0,,10.8,0.6,328,1018.3,30,10,0,0,0,0
2023/4/4 1:00,13.1,13.1,99.66,13.1,0,0,0,,11.2,2.3,358,1018.2,10,26.9,0,0,0,2
2023/4/4 2:00,12.5,12.5,99.79,12.4,0,0,0,,10.8,0.6,334,1018.1,10,27.8,0,0,0,2
2023/4/4 3:00,12.4,12.4,99.77,12.4,0,0,0,,10.8,0.5,340,1017.6,30,61.7,0,0,0,2
2023/4/4 4:00,12.2,12.2,99.94,12.2,0,0,0,,11.9,0.6,298,1017.8,10,18.5,0,0,0,0
2023/4/4 5:00,11.9,11.9,99.94,11.9,0,0,0,,13.3,0.5,308,1018.2,10,4.3,0,0,0,0
2023/4/4 6:00,13,13,99.94,13,0,0,0,,12.6,7.1,356,1018.7,2.3,83.9,0,0,0,2
2023/4/4 7:00,12.4,12.4,99.91,12.4,0,0,0,,13,8.8,26,1019,10,0.2,18,0.1,0,0
2023/4/4 8:00,13.8,13.8,99.77,13.7,0,0,0,,16.2,7.1,39,1019.5,10,19.1,130,0.5,1,0
2023/4/4 9:00,16.7,16.7,80.7,13.4,0.002,0,0,['rain'],16.9,7.2,1,1019.3,30,53.9,381,1.4,4,6
2023/4/4 10:00,20,20,66.38,13.5,0,0,0,,18.7,2.5,73,1018.9,0,0,546,2,5,0
2023/4/4 11:00,19.9,19.9,69.89,14.2,0,0,0,,21.2,7.9,153,1018.4,10,22.3,681,2.5,7,2
2023/4/4 12:00,21.6,21.6,63.32,14.4,0,0,0,,21.6,10.1,216,1017.6,30,40,738,2.7,7,2
2023/4/4 13:00,21.1,21.1,63.17,13.9,0,0,0,,20.9,11.6,212,1016.8,10,63.8,695,2.5,7,2
2023/4/4 14:00,20.6,20.6,68.71,14.6,0,0,0,,20.2,15.1,216,1016.4,0,74.5,640,2.3,6,2
2023/4/4 15:00,20.9,20.9,70.95,15.5,0,0,0,,24.1,11.9,211,1016.3,25,80,511,1.8,5,2
2023/4/4 16:00,20.4,20.4,71.36,15,0,0,0,,27.7,13.4,199,1016.6,10,77.8,368,1.3,4,2
2023/4/4 17:00,19.5,19.5,75.11,15,0,0,0,,34.2,10.3,181,1017,10,65.1,191,0.7,2,2
2023/4/4 18:00,18.1,18.1,83.31,15.2,0,0,0,,33.8,13,198,1017.6,25,52.2,30,0.1,0,2
2023/4/4 19:00,17.6,17.6,87.22,15.5,0,0,0,,25.9,13.1,207,1018.4,10,78.3,0.3,0,0,2
2023/4/4 20:00,17.3,17.3,85.99,14.9,0,0,0,,20.2,5.8,179,1018.9,10,80.9,0,0,0,2
2023/4/4 21:00,16.1,16.1,91.34,14.7,0,0,0,,18,4,181,1019.3,25,63.7,0,0,0,2
2023/4/4 22:00,16.1,16.1,89.88,14.5,0,0,0,,16.2,2.1,180,1019.3,10,97.9,0,0,0,1
2023/4/4 23:00,15.8,15.8,91.7,14.5,0,0,0,,19.1,0.6,162,1019,10,100,0,0,0,1
2023/4/5 0:00,14.9,14.9,96.96,14.5,0,0,0,,19.8,0.2,202,1018.7,25,94.9,0,0,0,1
2023/4/5 1:00,14.6,14.6,99.23,14.5,0,0,0,,19.1,0.1,160,1018.6,10,100,0,0,0,1
2023/4/5 2:00,14.6,14.6,99.81,14.6,0,0,0,,16.6,1.9,177,1018.6,10,100,0,0,0,1
2023/4/5 3:00,14.4,14.4,99.8,14.3,0,0,0,,15.5,0.5,145,1018.1,24,98,0,0,0,1
2023/4/5 4:00,14.1,14.1,99.75,14.1,0,0,0,,13.7,0.5,138,1018,10,100,0,0,0,1
2023/4/5 5:00,14.8,14.8,99.76,14.8,0,0,0,,12.6,0.6,175,1018.2,10,100,0,0,0,1
2023/4/5 6:00,15.3,15.3,98.08,15,0,0,0,,11.9,0.4,176,1018.2,20,91.9,0,0,0,1
2023/4/5 7:00,15.5,15.5,94.13,14.5,0,0,0,,11.9,0.2,170,1018.5,10,100,12,0,0,1
2023/4/5 8:00,16,16,91.01,14.5,0,0,0,,15.8,0.8,106,1018.6,10,100,57,0.2,1,1
2023/4/5 9:00,16.8,16.8,76.63,12.6,0,0,0,,19.8,2.5,154,1018.8,20,98,86,0.3,1,1
2023/4/5 10:00,16.8,16.8,74.7,12.3,0,0,0,,20.9,5.7,165,1018.8,10,100,128,0.5,1,1
2023/4/5 11:00,17.3,17.3,72.19,12.2,0,0,0,,20.9,7.8,159,1018.5,10,100,165,0.6,2,1
2023/4/5 12:00,17.4,17.4,72.64,12.4,0,0,0,,22,5.9,177,1018,20,98,185,0.7,2,1
2023/4/5 13:00,17.9,17.9,68.41,12,0,0,0,,22.3,6,169,1017.4,10,99.3,166,0.6,2,1
2023/4/5 14:00,17.7,17.7,70.05,12.2,0,0,0,,24.5,11.3,195,1016.8,10,99.5,156,0.6,2,1
2023/4/5 15:00,18.1,18.1,68.3,12.1,0,0,0,,26.6,9.8,177,1016.4,20,98,172,0.6,2,1
2023/4/5 16:00,18.1,18.1,69.2,12.4,0,0,0,,28.4,9.6,195,1016,0,93.2,180,0.6,2,1
2023/4/5 17:00,17.6,17.6,70.6,12.2,0,0,0,,32.4,9.5,196,1015.7,10,33.9,95,0.3,1,2
2023/4/5 18:00,17.1,17.1,71.63,11.9,0,0,0,,29.2,8,187,1015.6,25,98,26,0.1,0,1
2023/4/5 19:00,16.8,16.8,70.9,11.5,0,0,0,,18.7,4.1,179,1015.9,10,5.3,0.2,0,0,0
2023/4/5 20:00,16.6,16.6,73.09,11.7,0,0,0,,13,5.7,158,1015.8,10,7.8,0,0,0,0
2023/4/5 21:00,16.3,16.3,76.3,12.1,0,0,0,,11.9,0.5,126,1016.1,25,98,0,0,0,1
2023/4/5 22:00,16.3,16.3,75.62,12,0,0,0,,11.5,3.7,149,1015.8,10,1,0,0,0,0
2023/4/5 23:00,16.1,16.1,77.7,12.2,0,0,0,,10.8,3.6,156,1015.2,10,1.8,0,0,0,0
2023/4/6 0:00,15.8,15.8,79.73,12.3,0,0,0,,9.4,5,179,1014.7,20,98,0,0,0,1
2023/4/6 1:00,15.8,15.8,79.69,12.3,0,0,0,,7.6,3.5,132,1014.3,10,1,0,0,0,0
2023/4/6 2:00,15.5,15.5,81.15,12.3,0,0,0,,7.9,2,44,1013.8,10,2.6,0,0,0,0
2023/4/6 3:00,15.3,15.3,81.75,12.2,0,0,0,,7.2,1.7,79,1013,15,98,0,0,0,1
2023/4/6 4:00,15.1,15.1,82.83,12.2,0,0,0,,6.5,3.3,21,1012.6,10,100,0,0,0,1
2023/4/6 5:00,13.7,13.7,92.13,12.4,0,0,0,,9.7,0,120,1012.5,10,100,0,0,0,1
2023/4/6 6:00,14.5,14.5,87.92,12.5,0,0,0,,12.6,7.3,26,1012.4,8,80.9,0,0,0,2
2023/4/6 7:00,14.4,14.4,88.49,12.5,0,0,0,,15.5,9.1,15,1012.3,5,100,14,0.1,0,1
2023/4/6 8:00,14.8,14.8,88.86,12.9,0,0,0,,19.8,7.6,24,1012.3,7,100,83,0.3,1,1
2023/4/6 9:00,17,17,79.17,13.3,0,0,0,,23.4,5.6,62,1012.3,20,90,285,1,3,2
2023/4/6 10:00,19.6,19.6,67.22,13.4,0,0,0,,30.2,7.7,51,1011.6,10,97.5,536,1.9,5,1
2023/4/6 11:00,21.9,21.9,56.83,13,0,0,0,,39.2,9.9,37,1010.7,0,100,508,1.8,5,1
2023/4/6 12:00,24.6,24.6,40.58,10.3,0,0,0,,42.1,18.3,2,1009.6,28,56.1,644,2.3,6,2
2023/4/6 13:00,24.6,24.6,38.58,9.6,0,0,0,,41.4,20.3,2,1008.8,10,99.2,635,2.3,6,1
2023/4/6 14:00,24.8,24.8,39.68,10.1,0,0,0,,37.4,18.3,11,1007.8,10,100,267,1,3,1
2023/4/6 15:00,24,24,41.11,10,0,0,0,,33.1,16.6,3,1007.4,30,98,165,0.6,2,1
2023/4/6 16:00,23.6,23.6,43.66,10.5,0,0,0,,30.2,16.4,2,1006.9,10,89.6,121,0.4,1,2
2023/4/6 17:00,23.2,23.2,45.97,11,0,0,0,,32,14.6,2,1006.6,10,92,49,0.2,0,1
2023/4/6 18:00,22.2,22.2,51.26,11.7,0,0,0,,28.8,10.8,360,1006.9,30,96.1,10,0,0,1
2023/4/6 19:00,21.3,21.3,56.41,12.3,0,0,0,,27.7,11,341,1007.3,10,98,0.1,0,0,1
2023/4/6 20:00,20,20,65.48,13.3,0,0,0,,24.5,9.7,356,1007.6,10,100,0,0,0,1
2023/4/6 21:00,17.4,17.4,82.26,14.4,1.921,0,0,['rain'],25.2,10.7,360,1007.9,10,100,0,0,0,5
2023/4/6 22:00,17,17,91.71,15.7,0,0,0,,26.3,5.6,32,1007.3,0,100,0,0,0,1
2023/4/6 23:00,16.6,16.6,94.38,15.7,0,0,0,,23.4,11.4,34,1005.7,10,93.3,0,0,0,1
2023/4/7 0:00,16.8,16.8,94.32,15.8,0,0,0,,24.5,9.9,16,1004.5,20,98,0,0,0,1
2023/4/7 1:00,16.6,16.6,94.32,15.7,0,0,0,,28.4,9.2,23,1003.3,10,71.1,0,0,0,2
2023/4/7 2:00,16.7,16.7,88.97,14.9,0,0,0,,31.3,9.2,31,1002.6,10,79.3,0,0,0,2
2023/4/7 3:00,16.8,16.8,87.18,14.6,2.862,0,0,['rain'],31.3,9.1,13,1001.9,25,91.9,0,0,0,5
2023/4/7 4:00,16.8,16.8,84.81,14.2,0,0,0,,24.5,9,15,1000.9,10,67.5,0,0,0,2
2023/4/7 5:00,17,17,81.98,13.9,0,0,0,,25.6,7.7,14,1000.3,10,65,0,0,0,2
2023/4/7 6:00,16.6,16.6,87.3,14.5,0,0,0,,25.6,0.8,42,1000,30,98,0,0,0,1
2023/4/7 7:00,16.4,16.4,90.01,14.8,0,0,0,,26.6,1.2,31,999.9,10,95.9,10,0,0,1
2023/4/7 8:00,17.6,17.6,73.19,12.7,0,0,0,,34.2,13,353,999.5,10,100,70,0.3,1,1
2023/4/7 9:00,17.9,17.9,72.38,12.8,0.277,0,0,['rain'],38.2,12.9,345,999.3,30,90,139,0.5,1,6
2023/4/7 10:00,18.8,18.8,70.88,13.4,0,0,0,,38.5,16.4,1,999.2,10,100,197,0.7,2,1
2023/4/7 11:00,19.1,19.1,68.41,13.2,0,0,0,,42.8,15.2,353,998.9,0,91.6,191,0.7,2,1
2023/4/7 12:00,19.3,19.3,65.82,12.7,0,0,0,,39.2,18.4,360,998.4,24,98,214,0.8,2,1
2023/4/7 13:00,17.8,17.8,71.26,12.5,0,0,0,,39.6,15.2,359,998,10,66.6,197,0.7,2,2
2023/4/7 14:00,18.1,18.1,62.55,10.8,0,0,0,,36,16.8,341,997.5,10,70.7,237,0.9,2,2
2023/4/7 15:00,18.1,18.1,61.95,10.7,0.039,0,0,['rain'],32.8,16.8,330,997.3,24,85.8,326,1.2,3,6
2023/4/7 16:00,17.6,17.6,62.38,10.3,0,0,0,,22.7,16.6,348,997.1,10,76.3,161,0.6,2,2
2023/4/7 17:00,17.3,17.3,63.14,10.2,0,0,0,,29.9,13.1,359,997.7,10,85.2,90,0.3,1,2
2023/4/7 18:00,16.6,16.6,69.17,10.9,0,0,0,,18.4,11.1,359,998.2,28,88.5,16,0.1,0,2
2023/4/7 19:00,16,16,74.18,11.4,0,0,0,,11.9,11,346,998.7,10,100,0,0,0,1
2023/4/7 20:00,15.5,15.5,80.42,12.2,0,0,0,,10.4,7.5,24,999.7,10,94.5,0,0,0,1
2023/4/7 21:00,15.6,15.6,81.46,12.4,0,0,0,,14.4,0.6,265,1000.2,25,100,0,0,0,1
2023/4/7 22:00,15.3,15.3,87.94,13.3,0,0,0,,23.4,0.9,226,1000.7,10,100,0,0,0,1
2023/4/7 23:00,16.4,16.4,94.33,15.5,0,0,0,,31.7,9.6,229,1001,7,95.9,0,0,0,1
2023/4/8 0:00,16,16,87.42,13.9,0,0,0,,37.1,18.2,213,1001.2,25,91.9,0,0,0,1
2023/4/8 1:00,15.8,15.8,86.49,13.6,0,0,0,,41,10.1,250,1001.5,10,52.8,0,0,0,2
2023/4/8 2:00,15.3,15.3,87.3,13.2,0,0,0,,38.9,11.8,258,1001.9,10,61,0,0,0,2
2023/4/8 3:00,15.3,15.3,86.21,13,4.91,0,0,['rain'],37.1,11.8,260,1002,25,98,0,0,0,5
2023/4/8 4:00,14.8,14.8,94.07,13.9,0,0,0,,35.3,12,242,1002.6,10,84.2,0,0,0,2
2023/4/8 5:00,14.6,14.6,96.28,14,0,0,0,,41,13.2,213,1003.4,10,92.6,0,0,0,1
2023/4/8 6:00,14.3,14.3,93.89,13.3,0,0,0,,42.1,8.8,240,1004,25,40.5,0,0,0,2
2023/4/8 7:00,13.8,13.8,86.92,11.6,0,0,0,,43.2,10.1,258,1005,0,65.8,25,0.1,0,2
2023/4/8 8:00,14.1,14.1,81.81,11.1,0,0,0,,43.6,9.7,269,1005.5,10,37.1,51,0.2,1,2
2023/4/8 9:00,14.8,14.8,81.24,11.6,0.427,0,0,['rain'],46.8,13.5,269,1006.1,25,98,116,0.4,1,5
2023/4/8 10:00,16,16,80.77,12.7,0,0,0,,50,12.5,268,1006.2,10,34,221,0.8,2,2
2023/4/8 11:00,15.9,15.9,65.17,9.3,0,0,0,,49,14.6,241,1006.3,10,43.7,274,1,3,2
2023/4/8 12:00,16.6,16.6,60.65,9,0,0,0,,49.3,12.9,222,1006.2,30,98,472,1.7,5,1
2023/4/8 13:00,15.9,15.9,64.71,9.3,0,0,0,,51.1,14.1,230,1006,0,64.1,463,1.7,5,2
2023/4/8 14:00,17.3,17.3,58.05,8.9,0,0,0,,52.2,12.4,204,1005.2,0,63.4,690,2.5,7,2
2023/4/8 15:00,15.2,15.2,74.94,10.7,0.367,0,0,['rain'],56.9,16,214,1005.6,30,98,165,0.6,2,5
2023/4/8 16:00,14.6,14.6,85.11,12.2,0,0,0,,60.5,15.8,259,1005.8,0,89.3,112,0.4,1,2
2023/4/8 17:00,14.5,14.5,86.47,12.3,0,0,0,,61.9,9.2,212,1006.1,10,93.3,155,0.6,2,1
2023/4/8 18:00,14.5,14.5,75.1,10.2,0,0,0,,54.4,12,212,1007.2,30,90,14,0.1,0,2
2023/4/8 19:00,13.5,13.5,78.52,9.9,0,0,0,,55.8,13.9,212,1008,10,90,0,0,0,2
2023/4/8 20:00,13,13,75.6,8.8,0,0,0,,53.3,11.5,259,1008.4,10,54.9,0,0,0,2
2023/4/8 21:00,13,13,72.06,8.1,3.874,0,0,['rain'],41.4,13.3,277,1008.9,30,59.8,0,0,0,6
2023/4/8 22:00,12.7,12.7,69.56,7.3,0,0,0,,41,13.3,261,1009.1,10,57.5,0,0,0,2
2023/4/8 23:00,12.2,12.2,76.19,8.2,0,0,0,,39.6,10.3,250,1009.6,10,72.9,0,0,0,2
2023/4/9 0:00,11.6,11.6,79.91,8.2,0,0,0,,38.2,10.1,259,1009.8,10,92,0,0,0,1
2023/4/9 1:00,11.6,11.6,79.81,8.2,0,0,0,,38.2,11.6,242,1009.6,10,49.8,0,0,0,2
2023/4/9 2:00,10.6,10.6,83.42,7.9,0,0,0,,38.2,9.8,250,1009.8,10,61,0,0,0,2
2023/4/9 3:00,10.8,10.8,84.79,8.4,1.95,0,0,['rain'],38.2,11.7,258,1009.7,30,98,0,0,0,5
2023/4/9 4:00,10.8,10.8,81.66,7.8,0,0,0,,38.2,13.4,260,1009.7,10,90.8,0,0,0,1
2023/4/9 5:00,11,11,79.08,7.5,0,0,0,,42.8,10.2,268,1010.2,10,70.7,0,0,0,2
2023/4/9 6:00,11,11,77.24,7.2,0,0,0,,43.2,10.3,259,1010.6,30,92,0,0,0,1
2023/4/9 7:00,11.4,11.4,75.44,7.2,0,0,0,,42.1,13.4,266,1011.2,0,85.3,9,0,0,2
2023/4/9 8:00,11,11,80.76,7.8,0,0,0,,42.8,12.1,258,1012.1,10,66,65,0.2,1,2
2023/4/9 9:00,11.6,11.6,85.51,9.2,0.023,0,0,['rain'],46.1,10.7,259,1012.5,25,98,160,0.6,2,5
2023/4/9 10:00,11.7,11.7,84.49,9.1,0,0,0,,59.4,11,250,1012.9,10,68.3,281,1,3,2
2023/4/9 11:00,11.8,11.8,81.1,8.7,0,0,0,,60.1,12.4,229,1013.3,0,78.8,191,0.7,2,2
2023/4/9 12:00,12.7,12.7,80.56,9.4,0,0,0,,58,9.4,266,1013.2,30,82.3,364,1.3,4,2
2023/4/9 13:00,12.5,12.5,81.21,9.3,0,0,0,,58.3,14.8,192,1013.3,10,68.7,263,0.9,3,2
2023/4/9 14:00,14.1,14.1,63.18,7.2,0,0,0,,56.5,17.3,194,1012.6,10,86,244,0.9,2,2
2023/4/9 15:00,14.1,14.1,60.28,6.5,2.84,0,0,['rain'],56.5,17.5,201,1012.8,30,98,278,1,3,5
2023/4/9 16:00,14.4,14.4,58.83,6.5,0,0,0,,54.7,18.7,199,1012.8,10,74.4,127,0.5,1,2
2023/4/9 17:00,13.6,13.6,68.6,7.9,0,0,0,,54.4,16.9,201,1013.2,10,60.5,35,0.1,0,2
2023/4/9 18:00,13,13,68.38,7.3,0,0,0,,46.8,17.5,201,1013.7,30,96.1,28,0.1,0,1
2023/4/9 19:00,13,13,69.04,7.4,0,0,0,,44.6,8.7,230,1013.6,10,79.5,0,0,0,2
2023/4/9 20:00,13.1,13.1,66.12,6.9,0,0,0,,42.1,13.3,211,1013.9,10,80.7,0,0,0,2
2023/4/9 21:00,12.2,12.2,72.95,7.5,0.044,0,0,['rain'],40.7,11.7,275,1014.1,30,98,0,0,0,5
2023/4/9 22:00,11.4,11.4,83.89,8.8,0,0,0,,39.6,10.1,213,1014.3,10,100,0,0,0,1
2023/4/9 23:00,10.1,10.1,95.26,9.4,0,0,0,,38.2,10.1,266,1014.2,10,99.2,0,0,0,1
2023/4/10 0:00,10.3,10.3,95.23,9.5,0,0,0,,37.1,8.3,272,1013.7,25,90,0,0,0,2
2023/4/10 1:00,10.3,10.3,94.11,9.4,0,0,0,,36.4,11.7,266,1013.4,10,91.7,0,0,0,1
2023/4/10 2:00,10.5,10.5,96.81,10,0,0,0,,36,10,265,1013.4,10,90.2,0,0,0,1
2023/4/10 3:00,10.5,10.5,94.13,9.6,9.1,0,0,['rain'],35.6,13.3,255,1012.8,11.6,85.8,0,0,0,6
2023/4/10 4:00,10.3,10.3,95.5,9.6,0,0,0,,35.3,10.2,229,1013.1,10,98.3,0,0,0,1
2023/4/10 5:00,10.7,10.7,94.96,10,0,0,0,,35.3,9.5,301,1013.1,10,100,0,0,0,1
2023/4/10 6:00,10.5,10.5,94.43,9.6,0,0,0,,35.3,8.6,257,1013.5,30,98,0,0,0,1
